time,P,G(i),H_sun,T2m,WS10m,Int
21150727:0009,0.0,0.0,0.0,19.92,1.17,0.0
21150727:0109,0.0,0.0,0.0,19.33,1.24,0.0
21150727:0209,0.0,0.0,0.0,18.88,1.24,0.0
21150727:0309,0.0,0.0,0.0,18.49,1.24,0.0
21150727:0409,0.0,0.0,0.0,18.07,1.38,0.0
21150727:0509,0.0,0.0,0.0,17.76,1.38,0.0
21150727:0609,1231.1,33.0,5.86,17.71,1.31,0.0
21150727:0709,5551.33,132.14,17.85,20.34,0.83,0.0
21150727:0809,18977.28,343.73,30.16,23.66,0.48,0.0
21150727:0909,32232.45,564.16,42.59,26.15,0.55,0.0
21150727:1009,42494.13,753.52,54.84,28.44,1.17,0.0
21150727:1109,49842.77,896.27,66.22,30.29,1.93,0.0
21150727:1209,53793.37,972.49,74.34,31.5,2.62,0.0
21150727:1309,53797.92,966.4,73.25,31.96,3.24,0.0
21150727:1409,50982.79,906.6,64.1,31.91,3.45,0.0
21150727:1509,43949.14,770.13,52.45,31.61,3.52,0.0
21150727:1609,33381.58,580.71,40.14,31.05,3.38,0.0
21150727:1709,19927.55,360.42,27.71,30.16,3.1,0.0
21150727:1809,6258.71,143.78,15.44,28.93,2.62,0.0
21150727:1909,479.69,18.73,3.55,26.55,2.62,0.0
21150727:2009,0.0,0.0,0.0,24.92,1.86,0.0
21150727:2109,0.0,0.0,0.0,24.04,1.1,0.0
21150727:2209,0.0,0.0,0.0,23.0,0.69,0.0
21150727:2309,0.0,0.0,0.0,21.92,1.03,0.0
21150728:0009,0.0,0.0,0.0,21.38,1.52,0.0
21150728:0109,0.0,0.0,0.0,21.06,1.59,0.0
21150728:0209,0.0,0.0,0.0,20.58,1.24,0.0
21150728:0309,0.0,0.0,0.0,20.44,0.83,0.0
21150728:0409,0.0,0.0,0.0,19.63,1.1,0.0
21150728:0509,0.0,0.0,0.0,19.27,1.52,0.0
21150728:0609,1124.84,31.22,5.74,19.44,1.38,0.0
21150728:0709,5848.1,134.14,17.73,21.54,1.1,0.0
21150728:0809,19096.44,344.94,30.06,23.79,0.97,0.0
21150728:0909,21189.0,369.49,42.48,26.27,0.83,0.0
21150728:1009,42382.56,751.09,54.72,28.55,1.24,0.0
21150728:1109,49635.56,892.64,66.07,30.35,1.93,0.0
21150728:1209,53742.51,968.67,74.12,31.35,2.76,0.0
21150728:1309,54242.69,972.37,73.05,31.64,3.31,0.0
21150728:1409,50843.13,902.62,63.96,31.61,3.45,0.0
21150728:1509,43666.79,766.12,52.33,31.36,3.24,0.0
21150728:1609,33182.72,577.74,40.03,30.83,3.1,0.0
21150728:1709,18200.82,328.0,27.6,29.84,2.76,0.0
21150728:1809,6310.33,141.59,15.32,28.45,2.28,0.0
21150728:1909,440.98,17.84,3.42,26.33,2.07,0.0
21150728:2009,0.0,0.0,0.0,24.82,2.07,0.0
21150728:2109,0.0,0.0,0.0,23.82,1.72,0.0
21150728:2209,0.0,0.0,0.0,23.15,1.86,0.0
21150728:2309,0.0,0.0,0.0,22.54,1.86,0.0
21150729:0009,0.0,0.0,0.0,22.05,2.0,0.0
21150729:0109,0.0,0.0,0.0,21.76,2.14,0.0
21150729:0209,0.0,0.0,0.0,21.48,2.0,0.0
21150729:0309,0.0,0.0,0.0,21.25,1.79,0.0
21150729:0409,0.0,0.0,0.0,21.01,2.07,0.0
21150729:0509,0.0,0.0,0.0,20.74,2.34,0.0
21150729:0609,1118.01,31.22,5.61,20.7,2.34,0.0
21150729:0709,6717.91,133.22,17.62,21.61,2.69,0.0
21150729:0809,18097.6,318.85,29.95,23.3,2.83,0.0
21150729:0909,32622.58,554.85,42.37,25.1,2.76,0.0
21150729:1009,43704.74,750.98,54.6,26.66,2.9,0.0
21150729:1109,50684.5,887.94,65.91,28.11,2.97,0.0
21150729:1209,54421.82,964.84,73.91,29.23,3.17,0.0
21150729:1309,54663.94,968.41,72.84,29.85,3.52,0.0
21150729:1409,51394.93,903.63,63.8,29.98,3.59,0.0
21150729:1509,44229.97,767.03,52.21,29.69,3.59,0.0
21150729:1609,33473.42,574.79,39.91,28.94,3.72,0.0
21150729:1709,19872.9,353.77,27.48,27.61,3.59,0.0
21150729:1809,6337.65,134.17,15.2,26.22,3.03,0.0
21150729:1909,368.12,16.06,3.28,24.57,2.69,0.0
21150729:2009,0.0,0.0,0.0,23.33,2.62,0.0
21150729:2109,0.0,0.0,0.0,22.53,2.55,0.0
21150729:2209,0.0,0.0,0.0,21.96,2.0,0.0
21150729:2309,0.0,0.0,0.0,21.52,1.79,0.0
21150730:0009,0.0,0.0,0.0,21.14,1.93,0.0
21150730:0109,0.0,0.0,0.0,21.04,2.07,0.0
21150730:0209,0.0,0.0,0.0,20.87,2.07,0.0
21150730:0309,0.0,0.0,0.0,20.73,2.0,0.0
21150730:0409,0.0,0.0,0.0,20.5,1.93,0.0
21150730:0509,0.0,0.0,0.0,20.47,1.72,0.0
21150730:0609,1025.41,29.44,5.48,20.55,1.52,0.0
21150730:0709,6565.35,130.26,17.5,21.54,1.1,0.0
21150730:0809,17680.9,314.29,29.84,22.73,0.55,0.0
21150730:0909,32299.25,560.6,42.26,24.34,0.48,0.0
21150730:1009,42636.07,748.56,54.47,26.29,1.1,0.0
21150730:1109,50151.68,888.96,65.75,27.98,2.07,0.0
21150730:1209,53936.06,959.94,73.68,29.16,2.83,0.0
21150730:1309,54607.01,969.49,72.62,29.75,3.31,0.0
21150730:1409,51477.66,904.69,63.64,29.87,3.59,0.0
21150730:1509,44661.84,771.93,52.08,29.48,3.86,0.0
21150730:1609,33953.11,581.04,39.79,28.54,3.93,0.0
21150730:1709,19890.35,353.23,27.36,27.34,3.86,0.0
21150730:1809,6290.59,134.72,15.07,25.94,3.52,0.0
21150730:1909,368.87,16.06,3.14,24.17,3.31,0.0
21150730:2009,0.0,0.0,0.0,23.01,2.83,0.0
21150730:2109,0.0,0.0,0.0,22.66,2.41,0.0
21150730:2209,0.0,0.0,0.0,22.53,2.0,0.0
21150730:2309,0.0,0.0,0.0,22.25,1.52,0.0
21150731:0009,0.0,0.0,0.0,21.92,1.38,0.0
21150731:0109,0.0,0.0,0.0,21.88,1.52,0.0
21150731:0209,0.0,0.0,0.0,21.83,1.52,0.0
21150731:0309,0.0,0.0,0.0,21.71,1.17,0.0
21150731:0409,0.0,0.0,0.0,21.66,1.03,0.0
21150731:0509,0.0,0.0,0.0,21.53,1.38,0.0
21150731:0609,793.91,24.98,5.35,21.46,1.45,0.0
21150731:0709,6234.43,122.23,17.39,22.34,1.66,0.0
21150731:0809,16367.84,288.21,29.73,23.22,1.72,0.0
21150731:0909,16235.01,281.36,42.15,24.17,2.0,0.0
21150731:1009,25668.62,438.8,54.35,25.06,2.21,0.0
21150731:1109,41120.34,709.13,65.59,26.16,2.62,0.0
21150731:1209,42195.09,729.9,73.45,27.0,3.03,0.0
21150731:1309,43584.06,752.95,72.4,27.29,3.45,0.0
21150731:1409,37877.9,649.55,63.48,27.31,3.59,0.0
21150731:1509,35628.22,608.6,51.94,27.2,3.45,0.0
21150731:1609,27902.36,475.81,39.66,26.77,3.38,0.0
21150731:1709,16907.48,297.98,27.23,26.19,3.72,0.0
21150731:1809,6281.48,134.21,14.93,25.09,3.79,0.0
21150731:1909,295.25,14.27,2.99,23.61,3.52,0.0
21150731:2009,0.0,0.0,0.0,22.54,2.62,0.0
21150731:2109,0.0,0.0,0.0,21.97,2.0,0.0
21150731:2209,0.0,0.0,0.0,21.59,2.0,0.0
21150731:2309,0.0,0.0,0.0,21.36,1.93,0.0
21150801:0009,0.0,0.0,0.0,21.24,1.66,0.0
21150801:0109,0.0,0.0,0.0,21.14,1.66,0.0
21150801:0209,0.0,0.0,0.0,20.97,1.86,0.0
21150801:0309,0.0,0.0,0.0,20.74,1.86,0.0
21150801:0409,0.0,0.0,0.0,20.87,1.86,0.0
21150801:0509,0.0,0.0,0.0,20.72,1.72,0.0
21150801:0609,978.35,28.54,5.23,20.62,1.66,0.0
21150801:0709,6462.13,133.09,17.27,21.34,1.59,0.0
21150801:0809,18792.08,334.13,29.62,22.27,1.52,0.0
21150801:0909,19595.86,336.25,42.04,23.48,1.52,0.0
21150801:1009,40305.18,693.39,54.22,25.07,1.86,0.0
21150801:1109,50196.46,878.33,65.43,26.66,2.41,0.0
21150801:1209,56342.85,995.28,73.22,27.69,2.97,0.0
21150801:1309,56669.98,998.62,72.17,28.22,3.38,0.0
21150801:1409,52986.55,922.87,63.31,28.33,3.72,0.0
21150801:1509,45261.45,774.77,51.8,28.02,4.07,0.0
21150801:1609,34204.34,580.48,39.53,27.3,4.21,0.0
21150801:1709,19825.08,350.22,27.1,26.31,4.07,0.0
21150801:1809,6230.63,136.7,14.79,25.15,3.59,0.0
21150801:1909,155.6,10.7,2.84,23.46,3.24,0.0
21150801:2009,0.0,0.0,0.0,22.44,2.55,0.0
21150801:2109,0.0,0.0,0.0,22.0,1.79,0.0
21150801:2209,0.0,0.0,0.0,21.61,1.03,0.0
21150801:2309,0.0,0.0,0.0,21.07,0.62,0.0
21150802:0009,0.0,0.0,0.0,20.54,0.69,0.0
21150802:0109,0.0,0.0,0.0,20.05,0.83,0.0
21150802:0209,0.0,0.0,0.0,19.63,1.1,0.0
21150802:0309,0.0,0.0,0.0,19.72,0.83,0.0
21150802:0409,0.0,0.0,0.0,19.19,0.9,0.0
21150802:0509,0.0,0.0,0.0,19.09,1.17,0.0
21150802:0609,894.1,26.76,5.1,19.28,1.31,0.0
21150802:0709,5859.48,131.26,17.15,21.22,1.52,0.0
21150802:0809,18764.0,334.55,29.5,23.22,1.93,0.0
21150802:0909,32068.51,546.97,41.93,24.9,2.21,0.0
21150802:1009,41855.06,721.54,54.09,26.55,2.41,0.0
21150802:1109,51156.6,898.47,65.26,27.89,2.69,0.0
21150802:1209,55495.04,985.92,72.98,28.93,2.97,0.0
21150802:1309,55741.72,990.06,71.93,29.51,3.24,0.0
21150802:1409,51985.43,914.11,63.13,29.69,3.45,0.0
21150802:1509,44006.82,762.9,51.65,29.51,3.45,0.0
21150802:1609,32807.78,565.3,39.39,28.97,3.17,0.0
21150802:1709,18773.11,336.19,26.96,28.23,2.69,0.0
21150802:1809,6024.94,131.43,14.65,27.07,2.76,0.0
21150802:1909,154.08,10.7,2.69,24.73,2.97,0.0
21150802:2009,0.0,0.0,0.0,23.39,2.41,0.0
21150802:2109,0.0,0.0,0.0,22.77,2.21,0.0
21150802:2209,0.0,0.0,0.0,22.27,2.48,0.0
21150802:2309,0.0,0.0,0.0,21.81,2.62,0.0
21150803:0009,0.0,0.0,0.0,21.51,2.07,0.0
21150803:0109,0.0,0.0,0.0,21.28,1.79,0.0
21150803:0209,0.0,0.0,0.0,21.04,1.86,0.0
21150803:0309,0.0,0.0,0.0,20.92,2.0,0.0
21150803:0409,0.0,0.0,0.0,20.63,2.21,0.0
21150803:0509,0.0,0.0,0.0,20.58,2.41,0.0
21150803:0609,888.03,26.76,4.97,20.58,2.48,0.0
21150803:0709,5350.19,128.48,17.03,21.5,2.9,0.0
21150803:0809,19242.17,341.5,29.39,22.75,3.03,0.0
21150803:0909,33287.46,562.48,41.81,24.26,2.97,0.0
21150803:1009,44324.08,756.16,53.96,25.72,3.1,0.0
21150803:1109,52067.4,904.5,65.09,27.15,3.31,0.0
21150803:1209,54049.91,945.12,72.74,27.97,3.66,0.0
21150803:1309,46452.32,805.62,71.69,28.34,3.86,0.0
21150803:1409,44131.3,763.25,62.94,28.34,3.66,0.0
21150803:1509,36261.23,621.67,51.49,28.08,3.52,0.0
21150803:1609,30104.22,514.39,39.25,27.46,3.38,0.0
21150803:1709,15014.54,266.91,26.82,26.76,2.9,0.0
21150803:1809,4112.26,86.03,14.5,25.82,2.55,0.0
21150803:1909,36.43,7.14,2.52,23.62,3.03,0.0
21150803:2009,0.0,0.0,0.0,22.56,2.28,0.0
21150803:2109,0.0,0.0,0.0,22.09,1.72,0.0
21150803:2209,0.0,0.0,0.0,21.74,1.31,0.0
21150803:2309,0.0,0.0,0.0,21.36,1.24,0.0
21150804:0009,0.0,0.0,0.0,21.05,1.31,0.0
21150804:0109,0.0,0.0,0.0,20.67,1.03,0.0
21150804:0209,0.0,0.0,0.0,20.11,0.83,0.0
21150804:0309,0.0,0.0,0.0,19.9,0.83,0.0
21150804:0409,0.0,0.0,0.0,20.45,0.55,0.0
21150804:0509,0.0,0.0,0.0,20.13,0.62,0.0
21150804:0609,842.49,25.87,4.84,20.45,0.48,0.0
21150804:0709,5816.98,130.73,16.91,21.09,0.28,0.0
21150804:0809,17324.18,308.09,29.28,22.66,0.34,0.0
21150804:0909,27021.92,465.71,41.7,24.16,0.69,0.0
21150804:1009,43338.14,757.36,53.83,26.04,1.31,0.0
21150804:1109,51781.26,918.98,64.92,27.69,2.0,0.0
21150804:1209,55594.47,993.65,72.5,28.8,2.55,0.0
21150804:1309,55967.9,996.87,71.45,29.42,3.03,0.0
21150804:1409,52660.94,925.91,62.75,29.53,3.45,0.0
21150804:1509,44694.47,772.25,51.33,29.17,3.66,0.0
21150804:1609,33670.0,577.53,39.1,28.48,3.45,0.0
21150804:1709,19368.16,345.75,26.67,27.69,3.03,0.0
21150804:1809,5961.19,131.56,14.35,26.65,2.55,0.0
21150804:1909,63.0,8.03,2.36,25.01,2.48,0.0
21150804:2009,0.0,0.0,0.0,23.69,2.28,0.0
21150804:2109,0.0,0.0,0.0,22.97,1.72,0.0
21150804:2209,0.0,0.0,0.0,22.49,1.1,0.0
21150804:2309,0.0,0.0,0.0,22.06,0.41,0.0
21150805:0009,0.0,0.0,0.0,21.13,0.9,0.0
21150805:0109,0.0,0.0,0.0,20.94,1.45,0.0
21150805:0209,0.0,0.0,0.0,20.75,1.31,0.0
21150805:0309,0.0,0.0,0.0,20.44,1.24,0.0
21150805:0409,0.0,0.0,0.0,20.34,1.31,0.0
21150805:0509,0.0,0.0,0.0,20.28,1.31,0.0
21150805:0609,456.92,17.84,4.7,20.49,0.9,0.0
21150805:0709,6216.21,123.75,16.8,21.78,1.1,0.0
21150805:0809,16342.03,288.96,29.17,23.42,1.24,0.0
21150805:0909,26843.55,462.27,41.58,25.54,1.45,0.0
21150805:1009,36355.34,632.88,53.7,27.63,1.72,0.0
21150805:1109,41928.68,740.65,64.74,29.42,2.07,0.0
21150805:1209,44570.0,793.24,72.25,30.77,2.48,0.0
21150805:1309,46591.97,829.6,71.19,31.48,2.97,0.0
21150805:1409,45106.61,796.33,62.56,31.6,3.38,0.0
21150805:1509,39042.96,680.62,51.17,31.21,3.52,0.0
21150805:1609,29591.89,513.25,38.95,30.41,3.31,0.0
21150805:1709,16625.9,297.8,26.52,29.1,3.52,0.0
21150805:1809,5086.06,106.14,14.19,27.34,3.38,0.0
21150805:1909,62.24,8.03,2.19,25.96,2.62,0.0
21150805:2009,0.0,0.0,0.0,24.49,2.34,0.0
21150805:2109,0.0,0.0,0.0,23.78,1.59,0.0
21150805:2209,0.0,0.0,0.0,23.37,0.9,0.0
21150805:2309,0.0,0.0,0.0,22.75,0.69,0.0
21150806:0009,0.0,0.0,0.0,22.09,0.76,0.0
21150806:0109,0.0,0.0,0.0,21.7,1.1,0.0
21150806:0209,0.0,0.0,0.0,21.49,1.45,0.0
21150806:0309,0.0,0.0,0.0,21.34,1.31,0.0
21150806:0409,0.0,0.0,0.0,21.5,0.69,0.0
21150806:0509,0.0,0.0,0.0,21.52,0.55,0.0
21150806:0609,0.0,3.57,4.57,20.74,0.9,0.0
21150806:0709,6233.67,127.43,16.68,22.84,0.9,0.0
21150806:0809,1563.54,40.33,29.05,25.97,0.9,0.0
21150806:0909,21274.77,371.44,41.46,28.36,2.0,0.0
21150806:1009,19841.02,348.68,53.56,29.87,2.69,0.0
21150806:1109,39557.56,698.38,64.56,31.45,2.83,0.0
21150806:1209,45375.3,811.73,71.99,32.78,3.03,0.0
21150806:1309,33154.64,587.25,70.93,33.52,3.38,0.0
21150806:1409,45322.17,807.38,62.35,33.54,3.52,0.0
21150806:1509,39997.78,703.44,51.0,33.07,3.66,0.0
21150806:1609,29275.39,512.71,38.79,32.19,3.17,0.0
21150806:1709,15726.48,284.97,26.36,30.83,2.9,0.0
21150806:1809,3068.64,68.15,14.02,29.15,2.83,0.0
21150806:1909,0.0,0.0,0.0,26.73,2.62,0.0
21150806:2009,0.0,0.0,0.0,25.19,2.0,0.0
21150806:2109,0.0,0.0,0.0,24.48,1.31,0.0
21150806:2209,0.0,0.0,0.0,24.0,0.83,0.0
21150806:2309,0.0,0.0,0.0,23.55,0.83,0.0
21150807:0009,0.0,0.0,0.0,23.05,1.52,0.0
21150807:0109,0.0,0.0,0.0,22.66,1.93,0.0
21150807:0209,0.0,0.0,0.0,22.33,1.66,0.0
21150807:0309,0.0,0.0,0.0,21.74,0.9,0.0
21150807:0409,0.0,0.0,0.0,22.21,0.28,0.0
21150807:0509,0.0,0.0,0.0,21.14,0.83,0.0
21150807:0609,581.39,20.52,4.44,20.34,1.31,0.0
21150807:0709,6117.54,126.8,16.56,23.86,0.48,0.0
21150807:0809,16446.01,295.61,28.94,26.31,1.03,0.0
21150807:0909,31711.78,551.85,41.34,28.51,1.93,0.0
21150807:1009,41820.9,732.89,53.43,30.04,2.55,0.0
21150807:1109,50638.96,904.28,64.38,31.21,2.76,0.0
21150807:1209,54238.9,981.1,71.74,32.28,2.9,0.0
21150807:1309,54663.18,990.17,70.67,32.95,3.1,0.0
21150807:1409,49622.66,881.79,62.15,32.67,3.72,0.0
21150807:1509,21916.12,385.31,50.82,31.73,3.52,0.0
21150807:1609,2031.08,49.71,38.62,30.46,2.9,0.0
21150807:1709,2096.36,50.65,26.2,29.02,1.59,0.0
21150807:1809,1251.59,34.71,13.86,28.09,2.55,0.0
21150807:1909,0.0,0.0,0.0,26.44,2.62,0.0
21150807:2009,0.0,0.0,0.0,25.79,2.34,0.0
21150807:2109,0.0,0.0,0.0,24.83,2.21,0.0
21150807:2209,0.0,0.0,0.0,24.23,1.59,0.0
21150807:2309,0.0,0.0,0.0,24.01,1.03,0.0
21150808:0009,0.0,0.0,0.0,23.98,0.28,0.0
21150808:0109,0.0,0.0,0.0,23.67,0.62,0.0
21150808:0209,0.0,0.0,0.0,23.53,0.97,0.0
21150808:0309,0.0,0.0,0.0,23.36,0.9,0.0
21150808:0409,0.0,0.0,0.0,23.76,0.34,0.0
21150808:0509,0.0,0.0,0.0,22.83,1.79,0.0
21150808:0609,616.31,21.41,4.31,22.65,2.07,0.0
21150808:0709,5992.3,120.6,16.44,23.66,1.17,0.0
21150808:0809,17761.36,317.39,28.82,24.77,1.52,0.0
21150808:0909,18156.8,316.51,41.23,26.82,2.07,0.0
21150808:1009,35731.44,616.67,53.29,28.78,3.17,0.0
21150808:1109,52358.86,914.5,64.2,29.71,4.07,0.0
21150808:1209,56205.47,987.74,71.47,30.2,4.48,0.0
21150808:1309,53894.31,947.03,70.4,30.69,4.55,0.0
21150808:1409,50446.18,883.07,61.93,31.24,4.55,0.0
21150808:1509,43619.73,756.43,50.64,31.44,4.55,0.0
21150808:1609,31271.56,542.12,38.46,31.45,4.14,0.0
21150808:1709,18696.45,338.78,26.03,31.08,3.52,0.0
21150808:1809,5013.95,107.15,13.68,29.87,2.76,0.0
21150808:1909,0.0,0.0,0.0,28.28,2.76,0.0
21150808:2009,0.0,0.0,0.0,26.57,2.21,0.0
21150808:2109,0.0,0.0,0.0,25.78,1.31,0.0
21150808:2209,0.0,0.0,0.0,25.07,1.03,0.0
21150808:2309,0.0,0.0,0.0,24.37,1.66,0.0
21150809:0009,0.0,0.0,0.0,24.03,2.0,0.0
21150809:0109,0.0,0.0,0.0,23.76,2.21,0.0
21150809:0209,0.0,0.0,0.0,23.58,2.28,0.0
21150809:0309,0.0,0.0,0.0,23.32,2.34,0.0
21150809:0409,0.0,0.0,0.0,23.07,2.62,0.0
21150809:0509,0.0,0.0,0.0,22.91,2.69,0.0
21150809:0609,532.06,19.62,4.17,22.93,2.69,0.0
21150809:0709,5784.34,128.67,16.31,24.89,1.66,0.0
21150809:0809,18212.96,330.9,28.71,27.32,1.45,0.0
21150809:0909,27658.72,488.38,41.1,29.96,1.1,0.0
21150809:1009,34969.41,638.51,53.15,32.61,0.21,0.0
21150809:1109,46423.48,847.35,64.01,33.74,1.86,0.0
21150809:1209,55158.81,994.47,71.21,32.86,3.45,0.0
21150809:1309,55762.21,997.54,70.13,31.76,3.66,0.0
21150809:1409,50743.7,898.58,61.71,30.9,3.31,0.0
21150809:1509,39770.84,698.33,50.45,30.48,2.41,0.0
21150809:1609,30460.95,537.73,38.28,31.2,1.59,0.0
21150809:1709,17671.8,324.97,25.86,31.72,1.1,0.0
21150809:1809,5342.6,119.35,13.5,31.56,0.97,0.0
21150809:1909,0.0,0.0,0.0,28.21,2.28,0.0
21150809:2009,0.0,0.0,0.0,27.2,2.48,0.0
21150809:2109,0.0,0.0,0.0,26.5,2.76,0.0
21150809:2209,0.0,0.0,0.0,26.18,2.62,0.0
21150809:2309,0.0,0.0,0.0,26.13,2.28,0.0
21150810:0009,0.0,0.0,0.0,26.14,2.07,0.0
21150810:0109,0.0,0.0,0.0,26.0,2.07,0.0
21150810:0209,0.0,0.0,0.0,25.85,2.14,0.0
21150810:0309,0.0,0.0,0.0,25.59,2.14,0.0
21150810:0409,0.0,0.0,0.0,25.17,2.0,0.0
21150810:0509,0.0,0.0,0.0,24.48,1.93,0.0
21150810:0609,570.01,20.52,4.04,23.85,2.0,0.0
21150810:0709,5753.98,128.66,16.19,25.02,1.1,0.0
21150810:0809,18685.82,340.47,28.59,27.32,1.52,0.0
21150810:0909,29078.05,511.43,40.98,29.99,1.52,0.0
21150810:1009,17431.95,313.41,53.01,32.12,1.45,0.0
21150810:1109,29150.91,523.21,63.82,33.88,1.72,0.0
21150810:1209,26969.55,482.67,70.94,34.89,2.83,0.0
21150810:1309,48516.8,873.88,69.85,34.5,3.59,0.0
21150810:1409,6959.27,136.01,61.48,33.45,3.93,0.0
21150810:1509,42748.4,752.55,50.26,32.36,3.31,0.0
21150810:1609,31845.36,556.39,38.1,31.32,2.83,0.0
21150810:1709,10437.77,192.69,25.68,29.92,2.69,0.0
21150810:1809,4412.07,94.15,13.32,28.6,1.93,0.0
21150810:1909,0.0,0.0,0.0,25.8,2.0,0.0
21150810:2009,0.0,0.0,0.0,25.0,0.55,0.0
21150810:2109,0.0,0.0,0.0,24.86,0.62,0.0
21150810:2209,0.0,0.0,0.0,24.75,0.41,0.0
21150810:2309,0.0,0.0,0.0,23.67,0.76,0.0
21150811:0009,0.0,0.0,0.0,22.96,1.03,0.0
21150811:0109,0.0,0.0,0.0,22.46,1.03,0.0
21150811:0209,0.0,0.0,0.0,22.02,1.03,0.0
21150811:0309,0.0,0.0,0.0,21.67,0.97,0.0
21150811:0409,0.0,0.0,0.0,22.33,0.55,0.0
21150811:0509,0.0,0.0,0.0,22.33,0.21,0.0
21150811:0609,535.85,19.62,3.91,21.6,0.76,0.0
21150811:0709,5751.7,128.18,16.07,22.96,1.03,0.0
21150811:0809,18025.49,324.24,28.47,25.22,0.97,0.0
21150811:0909,26687.2,464.82,40.86,27.55,1.24,0.0
21150811:1009,36746.23,643.65,52.86,29.58,2.07,0.0
21150811:1109,49235.57,868.67,63.62,30.53,3.31,0.0
21150811:1209,54983.48,974.97,70.66,30.46,3.72,0.0
21150811:1309,53390.34,943.55,69.56,30.48,3.86,0.0
21150811:1409,50751.29,889.51,61.25,30.27,3.93,0.0
21150811:1509,45205.28,782.86,50.06,30.06,3.93,0.0
21150811:1609,21727.89,377.13,37.92,29.48,3.72,0.0
21150811:1709,16907.48,302.29,25.5,28.45,3.45,0.0
21150811:1809,5435.96,120.59,13.13,26.9,3.17,0.0
21150811:1909,0.0,0.0,0.0,25.28,2.28,0.0
21150811:2009,0.0,0.0,0.0,24.33,2.07,0.0
21150811:2109,0.0,0.0,0.0,23.63,1.86,0.0
21150811:2209,0.0,0.0,0.0,23.08,1.66,0.0
21150811:2309,0.0,0.0,0.0,22.74,1.59,0.0
21150812:0009,0.0,0.0,0.0,22.55,1.66,0.0
21150812:0109,0.0,0.0,0.0,22.37,1.31,0.0
21150812:0209,0.0,0.0,0.0,21.98,1.17,0.0
21150812:0309,0.0,0.0,0.0,21.67,1.45,0.0
21150812:0409,0.0,0.0,0.0,21.69,1.86,0.0
21150812:0509,0.0,0.0,0.0,21.57,2.14,0.0
21150812:0609,495.63,18.73,3.77,21.42,2.07,0.0
21150812:0709,5793.45,128.43,15.95,22.39,1.59,0.0
21150812:0809,11185.38,200.43,28.35,24.26,1.86,0.0
21150812:0909,32621.06,560.31,40.74,26.22,2.07,0.0
21150812:1009,44198.85,765.57,52.71,27.92,2.76,0.0
21150812:1109,51924.71,915.14,63.42,29.3,3.1,0.0
21150812:1209,55357.67,992.39,70.38,30.68,3.03,0.0
21150812:1309,55611.17,995.3,69.27,31.52,3.52,0.0
21150812:1409,51832.11,916.25,61.01,31.54,3.86,0.0
21150812:1509,43386.72,756.4,49.86,31.18,3.72,0.0
21150812:1609,31721.65,548.97,37.73,30.42,3.52,0.0
21150812:1709,17381.1,311.91,25.31,29.05,3.38,0.0
21150812:1809,2562.38,58.81,12.94,27.35,3.1,0.0
21150812:1909,0.0,0.0,0.0,24.92,2.34,0.0
21150812:2009,0.0,0.0,0.0,24.01,1.38,0.0
21150812:2109,0.0,0.0,0.0,23.64,0.9,0.0
21150812:2209,0.0,0.0,0.0,23.13,0.76,0.0
21150812:2309,0.0,0.0,0.0,22.53,1.17,0.0
21150813:0009,0.0,0.0,0.0,22.11,1.45,0.0
21150813:0109,0.0,0.0,0.0,21.72,1.17,0.0
21150813:0209,0.0,0.0,0.0,21.25,1.24,0.0
21150813:0309,0.0,0.0,0.0,20.9,0.83,0.0
21150813:0409,0.0,0.0,0.0,21.51,0.34,0.0
21150813:0509,0.0,0.0,0.0,21.27,0.21,0.0
21150813:0609,263.37,13.38,3.64,20.63,0.55,0.0
21150813:0709,5980.92,125.89,15.83,22.19,1.45,0.0
21150813:0809,14181.92,251.56,28.24,24.13,1.31,0.0
21150813:0909,27900.84,480.03,40.61,25.77,1.59,0.0
21150813:1009,32389.57,559.04,52.57,27.52,2.28,0.0
21150813:1109,48792.32,855.53,63.22,28.65,2.97,0.0
21150813:1209,46994.24,820.76,70.1,29.05,3.59,0.0
21150813:1309,55611.17,979.76,68.98,29.24,3.79,0.0
21150813:1409,49734.23,864.22,60.77,28.94,4.0,0.0
21150813:1509,36699.17,626.93,49.65,28.33,4.14,0.0
21150813:1609,31861.3,542.39,37.53,27.76,4.07,0.0
21150813:1709,11423.71,205.82,25.12,26.55,3.66,0.0
21150813:1809,2833.35,63.23,12.75,25.17,3.31,0.0
21150813:1909,0.0,0.0,0.0,23.38,2.69,0.0
21150813:2009,0.0,0.0,0.0,22.43,2.07,0.0
21150813:2109,0.0,0.0,0.0,21.88,1.93,0.0
21150813:2209,0.0,0.0,0.0,21.57,2.28,0.0
21150813:2309,0.0,0.0,0.0,21.23,2.28,0.0
21150814:0009,0.0,0.0,0.0,21.12,2.41,0.0
21150814:0109,0.0,0.0,0.0,20.84,2.07,0.0
21150814:0209,0.0,0.0,0.0,20.48,1.38,0.0
21150814:0309,0.0,0.0,0.0,20.04,0.97,0.0
21150814:0409,0.0,0.0,0.0,19.63,1.1,0.0
21150814:0509,0.0,0.0,0.0,19.51,1.31,0.0
21150814:0609,229.98,12.49,3.5,19.28,1.38,0.0
21150814:0709,5825.33,127.4,15.71,20.02,1.24,0.0
21150814:0809,18303.29,322.22,28.12,21.18,1.03,0.0
21150814:0909,31530.38,536.26,40.49,22.67,1.24,0.0
21150814:1009,45230.33,779.06,52.42,24.28,1.79,0.0
