time,P,G(i),H_sun,T2m,WS10m,Int
21150814:1109,52765.68,921.65,63.02,25.61,2.41,0.0
21150814:1209,56699.58,994.96,69.82,26.39,3.03,0.0
21150814:1309,57101.85,996.78,68.68,26.71,3.59,0.0
21150814:1409,53816.14,927.35,60.52,26.35,3.86,0.0
21150814:1509,46465.22,787.72,49.43,25.63,3.86,0.0
21150814:1609,34233.94,574.59,37.33,24.54,3.72,0.0
21150814:1709,5290.99,103.18,24.93,23.32,3.66,0.0
21150814:1809,4220.8,88.35,12.55,22.04,3.38,0.0
21150814:1909,0.0,0.0,0.0,20.81,3.03,0.0
21150814:2009,0.0,0.0,0.0,20.13,2.41,0.0
21150814:2109,0.0,0.0,0.0,19.84,1.93,0.0
21150814:2209,0.0,0.0,0.0,19.45,1.52,0.0
21150814:2309,0.0,0.0,0.0,18.86,1.24,0.0
21150815:0009,0.0,0.0,0.0,18.04,1.24,0.0
21150815:0109,0.0,0.0,0.0,17.46,1.24,0.0
21150815:0209,0.0,0.0,0.0,16.98,1.31,0.0
21150815:0309,0.0,0.0,0.0,16.88,1.1,0.0
21150815:0409,0.0,0.0,0.0,16.71,1.1,0.0
21150815:0509,0.0,0.0,0.0,16.3,1.24,0.0
21150815:0609,387.85,16.06,3.37,16.32,1.24,0.0
21150815:0709,5408.63,126.85,15.58,18.58,0.62,0.0
21150815:0809,19847.09,352.19,28.0,21.07,1.1,0.0
21150815:0909,34068.47,581.41,40.36,22.46,0.97,0.0
21150815:1009,44553.3,772.23,52.26,23.94,1.24,0.0
21150815:1109,52099.28,913.27,62.81,25.39,2.07,0.0
21150815:1209,56538.67,990.44,69.53,26.29,3.1,0.0
21150815:1309,57159.53,992.11,68.37,26.42,3.93,0.0
21150815:1409,54191.08,928.09,60.26,26.07,4.34,0.0
21150815:1509,46678.5,788.36,49.21,25.45,4.21,0.0
21150815:1609,34985.35,586.48,37.13,24.68,4.0,0.0
21150815:1709,20241.77,354.69,24.73,23.66,3.66,0.0
21150815:1809,5338.05,124.84,12.34,22.43,3.31,0.0
21150815:1909,0.0,0.0,0.0,20.94,2.97,0.0
21150815:2009,0.0,0.0,0.0,20.05,2.41,0.0
21150815:2109,0.0,0.0,0.0,19.61,1.45,0.0
21150815:2209,0.0,0.0,0.0,18.92,0.97,0.0
21150815:2309,0.0,0.0,0.0,17.98,0.9,0.0
21150816:0009,0.0,0.0,0.0,18.55,0.55,0.0
21150816:0109,0.0,0.0,0.0,18.52,0.41,0.0
21150816:0209,0.0,0.0,0.0,16.55,1.17,0.0
21150816:0309,0.0,0.0,0.0,16.28,1.24,0.0
21150816:0409,0.0,0.0,0.0,16.09,1.45,0.0
21150816:0509,0.0,0.0,0.0,16.16,1.59,0.0
21150816:0609,347.62,15.16,3.24,16.68,1.52,0.0
21150816:0709,5540.7,127.17,15.46,17.89,1.1,0.0
21150816:0809,19841.78,351.62,27.88,20.41,0.69,0.0
21150816:0909,34202.82,583.05,40.23,22.75,1.17,0.0
21150816:1009,44997.32,777.8,52.11,24.58,1.66,0.0
21150816:1109,52373.28,919.21,62.6,26.17,2.28,0.0
21150816:1209,56436.96,996.62,69.23,27.23,2.9,0.0
21150816:1309,57141.32,1003.86,68.06,27.71,3.52,0.0
21150816:1409,53671.93,928.88,60.0,27.61,4.07,0.0
21150816:1509,46396.15,787.96,48.99,26.92,4.41,0.0
21150816:1609,35141.7,592.16,36.92,26.01,4.21,0.0
21150816:1709,20174.22,355.61,24.52,24.94,3.86,0.0
21150816:1809,5220.4,123.8,12.13,23.69,3.52,0.0
21150816:1909,0.0,0.0,0.0,22.2,3.03,0.0
21150816:2009,0.0,0.0,0.0,21.37,2.55,0.0
21150816:2109,0.0,0.0,0.0,20.83,2.07,0.0
21150816:2209,0.0,0.0,0.0,20.4,1.79,0.0
21150816:2309,0.0,0.0,0.0,20.15,1.52,0.0
21150817:0009,0.0,0.0,0.0,19.87,1.03,0.0
21150817:0109,0.0,0.0,0.0,19.91,0.55,0.0
21150817:0209,0.0,0.0,0.0,20.15,0.21,0.0
21150817:0309,0.0,0.0,0.0,20.13,0.07,0.0
21150817:0409,0.0,0.0,0.0,20.23,0.14,0.0
21150817:0509,0.0,0.0,0.0,19.96,0.48,0.0
21150817:0609,229.98,12.49,3.1,19.3,0.83,0.0
21150817:0709,5611.29,113.1,15.34,20.75,0.07,0.0
21150817:0809,12264.68,217.24,27.76,22.11,0.83,0.0
21150817:0909,9295.47,168.84,40.1,23.95,1.66,0.0
21150817:1009,17416.77,301.3,51.95,25.11,2.55,0.0
21150817:1109,23328.62,399.81,62.39,26.11,3.17,0.0
21150817:1209,28618.85,489.23,68.94,26.71,3.59,0.0
21150817:1309,37487.77,640.33,67.75,26.78,3.86,0.0
21150817:1409,23613.25,404.22,59.74,26.82,4.0,0.0
21150817:1509,17275.6,298.99,48.76,26.35,4.07,0.0
21150817:1609,14981.14,260.34,36.71,25.38,4.14,0.0
21150817:1709,13138.29,232.31,24.31,24.4,4.07,0.0
21150817:1809,3630.3,77.78,11.92,23.15,3.72,0.0
21150817:1909,0.0,0.0,0.0,21.52,3.31,0.0
21150817:2009,0.0,0.0,0.0,20.61,2.9,0.0
21150817:2109,0.0,0.0,0.0,20.37,2.62,0.0
21150817:2209,0.0,0.0,0.0,20.09,2.28,0.0
21150817:2309,0.0,0.0,0.0,19.96,2.0,0.0
21150818:0009,0.0,0.0,0.0,19.83,1.66,0.0
21150818:0109,0.0,0.0,0.0,19.79,1.31,0.0
21150818:0209,0.0,0.0,0.0,19.84,1.17,0.0
21150818:0309,0.0,0.0,0.0,19.88,1.45,0.0
21150818:0409,0.0,0.0,0.0,19.84,1.59,0.0
21150818:0509,0.0,0.0,0.0,19.76,1.66,0.0
21150818:0609,194.3,11.6,2.97,19.77,1.79,0.0
21150818:0709,5446.58,109.01,15.21,20.27,2.28,0.0
21150818:0809,9968.71,177.82,27.64,21.38,2.41,0.0
21150818:0909,11259.01,198.92,39.97,22.54,2.34,0.0
21150818:1009,13794.07,241.18,51.79,23.96,2.34,0.0
21150818:1109,16263.85,282.65,62.17,25.09,2.48,0.0
21150818:1209,28170.28,483.23,68.64,26.09,2.55,0.0
21150818:1309,26369.94,452.76,67.43,26.64,2.9,0.0
21150818:1409,51385.06,891.86,59.47,26.97,3.31,0.0
21150818:1509,45151.39,769.3,48.52,26.65,3.79,0.0
21150818:1609,34495.03,581.41,36.49,25.88,4.07,0.0
21150818:1709,18087.73,317.28,24.1,24.51,4.14,0.0
21150818:1809,5023.82,117.97,11.7,23.17,3.72,0.0
21150818:1909,0.0,0.0,0.0,21.73,3.31,0.0
21150818:2009,0.0,0.0,0.0,20.94,2.34,0.0
21150818:2109,0.0,0.0,0.0,20.58,1.45,0.0
21150818:2209,0.0,0.0,0.0,20.3,0.9,0.0
21150818:2309,0.0,0.0,0.0,19.92,0.76,0.0
21150819:0009,0.0,0.0,0.0,19.71,0.69,0.0
21150819:0109,0.0,0.0,0.0,19.69,0.48,0.0
21150819:0209,0.0,0.0,0.0,19.56,0.21,0.0
21150819:0309,0.0,0.0,0.0,19.33,0.41,0.0
21150819:0409,0.0,0.0,0.0,18.26,0.76,0.0
21150819:0509,0.0,0.0,0.0,17.84,1.03,0.0
21150819:0609,196.58,11.6,2.83,17.75,1.03,0.0
21150819:0709,5818.49,123.37,15.09,18.9,0.48,0.0
21150819:0809,19588.27,346.08,27.51,20.82,0.83,0.0
21150819:0909,34032.04,580.07,39.84,22.28,0.97,0.0
21150819:1009,44374.18,776.33,51.63,24.78,0.97,0.0
21150819:1109,51207.45,917.63,61.95,26.5,1.17,0.0
21150819:1209,55271.9,994.95,68.33,27.98,1.93,0.0
21150819:1309,56096.17,1001.08,67.11,28.8,2.76,0.0
21150819:1409,53035.88,930.33,59.19,28.76,3.38,0.0
21150819:1509,45574.91,782.45,48.28,27.98,3.72,0.0
21150819:1609,34206.61,580.81,36.27,26.84,3.66,0.0
21150819:1709,19518.44,346.08,23.88,25.69,3.38,0.0
21150819:1809,4879.61,115.19,11.48,24.36,3.03,0.0
21150819:1909,0.0,0.0,0.0,22.58,2.69,0.0
21150819:2009,0.0,0.0,0.0,21.6,2.0,0.0
21150819:2109,0.0,0.0,0.0,21.14,1.17,0.0
21150819:2209,0.0,0.0,0.0,20.77,0.41,0.0
21150819:2309,0.0,0.0,0.0,19.73,0.9,0.0
21150820:0009,0.0,0.0,0.0,19.17,1.17,0.0
21150820:0109,0.0,0.0,0.0,18.78,1.17,0.0
21150820:0209,0.0,0.0,0.0,18.5,1.03,0.0
21150820:0309,0.0,0.0,0.0,18.19,1.1,0.0
21150820:0409,0.0,0.0,0.0,18.03,1.17,0.0
21150820:0509,0.0,0.0,0.0,17.95,1.1,0.0
21150820:0609,196.58,11.6,2.7,17.9,1.17,0.0
21150820:0709,5658.34,125.24,14.96,19.68,1.17,0.0
21150820:0809,18310.88,322.73,27.39,22.32,1.38,0.0
21150820:0909,32621.06,557.53,39.7,24.13,1.45,0.0
21150820:1009,44758.23,778.19,51.47,25.71,1.66,0.0
21150820:1109,52080.3,919.59,61.73,26.88,2.14,0.0
21150820:1209,44919.9,784.97,68.02,27.61,2.62,0.0
21150820:1309,56635.06,1002.04,66.78,27.85,3.03,0.0
21150820:1409,44115.36,767.8,58.91,28.31,2.97,0.0
21150820:1509,30721.28,529.23,48.03,28.48,2.9,0.0
21150820:1609,31968.32,548.67,36.04,27.95,2.9,0.0
21150820:1709,17031.2,303.96,23.66,26.9,2.83,0.0
21150820:1809,4232.94,94.42,11.25,25.69,2.41,0.0
21150820:1909,0.0,0.0,0.0,23.55,2.34,0.0
21150820:2009,0.0,0.0,0.0,22.49,2.21,0.0
21150820:2109,0.0,0.0,0.0,21.86,1.79,0.0
21150820:2209,0.0,0.0,0.0,21.36,1.24,0.0
21150820:2309,0.0,0.0,0.0,20.64,0.83,0.0
21150821:0009,0.0,0.0,0.0,20.25,0.62,0.0
21150821:0109,0.0,0.0,0.0,20.48,0.41,0.0
21150821:0209,0.0,0.0,0.0,20.13,0.41,0.0
21150821:0309,0.0,0.0,0.0,19.44,0.69,0.0
21150821:0409,0.0,0.0,0.0,19.06,0.76,0.0
21150821:0509,0.0,0.0,0.0,19.54,0.48,0.0
21150821:0609,38.71,7.14,2.56,19.45,0.07,0.0
21150821:0709,4620.03,93.0,14.84,19.62,0.69,0.0
21150821:0809,12871.12,227.6,27.27,22.53,1.1,0.0
21150821:0909,23059.94,395.48,39.57,24.57,1.45,0.0
21150821:1009,44378.73,770.99,51.31,26.21,1.86,0.0
21150821:1109,53095.84,935.47,61.5,27.04,2.41,0.0
21150821:1209,53616.52,944.36,67.71,27.46,2.9,0.0
21150821:1309,23385.55,403.51,66.45,27.32,3.03,0.0
21150821:1409,35359.53,610.69,58.62,26.73,2.14,0.0
21150821:1509,23362.02,405.23,47.78,27.35,1.66,0.0
21150821:1609,30628.69,524.25,35.81,27.49,2.97,0.0
21150821:1709,18645.59,332.92,23.43,26.52,2.69,0.0
21150821:1809,4676.96,114.12,11.02,25.23,2.41,0.0
21150821:1909,0.0,0.0,0.0,23.56,2.41,0.0
21150821:2009,0.0,0.0,0.0,22.19,2.34,0.0
21150821:2109,0.0,0.0,0.0,21.38,1.93,0.0
21150821:2209,0.0,0.0,0.0,20.84,1.66,0.0
21150821:2309,0.0,0.0,0.0,20.42,1.52,0.0
21150822:0009,0.0,0.0,0.0,20.04,1.52,0.0
21150822:0109,0.0,0.0,0.0,19.74,1.52,0.0
21150822:0209,0.0,0.0,0.0,19.38,1.52,0.0
21150822:0309,0.0,0.0,0.0,19.17,1.66,0.0
21150822:0409,0.0,0.0,0.0,19.16,1.72,0.0
21150822:0509,0.0,0.0,0.0,19.16,1.93,0.0
21150822:0609,160.91,10.7,2.43,19.04,2.14,0.0
21150822:0709,5458.73,126.17,14.72,20.18,2.14,0.0
21150822:0809,15189.87,263.65,27.15,21.25,2.83,0.0
21150822:0909,27490.22,460.26,39.43,22.73,3.24,0.0
21150822:1009,41873.27,705.98,51.14,24.2,3.45,0.0
21150822:1109,46639.79,796.85,61.27,25.41,3.59,0.0
21150822:1209,56799.01,986.59,67.4,26.26,3.79,0.0
21150822:1309,57453.26,997.24,66.12,26.61,4.07,0.0
21150822:1409,53862.44,925.26,58.33,26.55,4.28,0.0
21150822:1509,45176.44,763.95,47.53,25.98,4.28,0.0
21150822:1609,34013.07,571.26,35.57,25.17,4.07,0.0
21150822:1709,12808.88,227.47,23.2,24.32,3.38,0.0
21150822:1809,3277.36,72.43,10.79,23.32,2.97,0.0
21150822:1909,0.0,0.0,0.0,22.21,2.83,0.0
21150822:2009,0.0,0.0,0.0,21.37,2.97,0.0
21150822:2109,0.0,0.0,0.0,20.95,2.69,0.0
21150822:2209,0.0,0.0,0.0,20.59,2.21,0.0
21150822:2309,0.0,0.0,0.0,20.49,1.86,0.0
21150823:0009,0.0,0.0,0.0,20.57,1.24,0.0
21150823:0109,0.0,0.0,0.0,20.48,0.9,0.0
21150823:0209,0.0,0.0,0.0,20.08,0.83,0.0
21150823:0309,0.0,0.0,0.0,19.97,0.9,0.0
21150823:0409,0.0,0.0,0.0,19.96,0.97,0.0
21150823:0509,0.0,0.0,0.0,19.6,1.03,0.0
21150823:0609,0.0,0.0,0.0,19.55,1.03,0.0
21150823:0709,4718.7,95.46,14.59,20.11,0.69,0.0
21150823:0809,14250.98,250.76,27.02,21.52,0.41,0.0
21150823:0909,28541.44,487.1,39.3,22.96,0.9,0.0
21150823:1009,26149.83,448.14,50.97,24.58,1.38,0.0
21150823:1109,51216.56,901.54,61.04,25.89,1.93,0.0
21150823:1209,55785.74,987.54,67.08,26.78,2.55,0.0
21150823:1309,56499.2,992.46,65.78,27.09,3.24,0.0
21150823:1409,53358.46,925.13,58.04,27.13,3.66,0.0
21150823:1509,44257.29,753.99,47.27,26.75,3.79,0.0
21150823:1609,34210.41,576.46,35.33,25.85,4.07,0.0
21150823:1709,19262.66,339.23,22.97,24.56,4.21,0.0
21150823:1809,4536.54,108.48,10.55,23.02,3.93,0.0
21150823:1909,0.0,0.0,0.0,21.25,3.52,0.0
21150823:2009,0.0,0.0,0.0,20.39,2.9,0.0
21150823:2109,0.0,0.0,0.0,19.94,2.34,0.0
21150823:2209,0.0,0.0,0.0,19.63,1.86,0.0
21150823:2309,0.0,0.0,0.0,19.42,1.38,0.0
21150824:0009,0.0,0.0,0.0,18.92,1.24,0.0
21150824:0109,0.0,0.0,0.0,18.48,0.97,0.0
21150824:0209,0.0,0.0,0.0,18.7,0.69,0.0
21150824:0309,0.0,0.0,0.0,18.71,0.55,0.0
21150824:0409,0.0,0.0,0.0,18.39,0.69,0.0
21150824:0509,0.0,0.0,0.0,17.66,0.9,0.0
21150824:0609,0.0,0.0,0.0,16.9,1.1,0.0
21150824:0709,5393.45,126.42,14.47,18.39,1.03,0.0
21150824:0809,20214.45,355.73,26.9,20.61,1.1,0.0
21150824:0909,28794.94,486.76,39.16,22.31,1.52,0.0
21150824:1009,31772.5,538.73,50.8,23.86,2.14,0.0
21150824:1109,49094.4,848.28,60.8,25.11,2.69,0.0
21150824:1209,56628.99,988.53,66.76,25.7,3.17,0.0
21150824:1309,57261.24,998.2,65.44,26.18,3.52,0.0
21150824:1409,53838.15,930.84,57.74,26.5,3.66,0.0
21150824:1509,46198.81,785.7,47.01,26.32,3.86,0.0
21150824:1609,34126.92,574.89,35.08,25.72,4.0,0.0
21150824:1709,19111.62,337.27,22.73,24.77,4.07,0.0
21150824:1809,4408.27,106.67,10.31,23.53,3.86,0.0
21150824:1909,0.0,0.0,0.0,22.02,3.31,0.0
21150824:2009,0.0,0.0,0.0,21.17,2.62,0.0
21150824:2109,0.0,0.0,0.0,20.63,2.14,0.0
21150824:2209,0.0,0.0,0.0,20.16,1.86,0.0
21150824:2309,0.0,0.0,0.0,19.77,1.79,0.0
21150825:0009,0.0,0.0,0.0,19.41,1.72,0.0
21150825:0109,0.0,0.0,0.0,19.15,1.72,0.0
21150825:0209,0.0,0.0,0.0,18.98,1.79,0.0
21150825:0309,0.0,0.0,0.0,18.92,1.79,0.0
21150825:0409,0.0,0.0,0.0,18.84,1.72,0.0
21150825:0509,0.0,0.0,0.0,18.86,1.59,0.0
21150825:0609,0.0,0.0,0.0,18.97,1.52,0.0
21150825:0709,4257.23,86.36,14.34,19.67,1.93,0.0
21150825:0809,13529.18,235.93,26.77,20.74,1.93,0.0
21150825:0909,29701.95,499.84,39.02,22.05,1.86,0.0
21150825:1009,45473.21,779.73,50.62,24.03,2.07,0.0
21150825:1109,52890.16,924.61,60.56,25.8,2.48,0.0
21150825:1209,56084.03,988.47,66.43,27.07,2.97,0.0
21150825:1309,56824.81,999.28,65.09,27.72,3.45,0.0
21150825:1409,53281.04,926.01,57.43,27.88,3.79,0.0
21150825:1509,45738.1,780.8,46.74,27.47,4.07,0.0
21150825:1609,33727.68,570.86,34.84,26.67,4.0,0.0
21150825:1709,18886.96,335.28,22.49,25.63,3.72,0.0
21150825:1809,4298.22,105.01,10.07,24.35,3.1,0.0
21150825:1909,0.0,0.0,0.0,22.67,2.55,0.0
21150825:2009,0.0,0.0,0.0,21.65,1.86,0.0
21150825:2109,0.0,0.0,0.0,20.96,1.45,0.0
21150825:2209,0.0,0.0,0.0,20.16,1.1,0.0
21150825:2309,0.0,0.0,0.0,19.54,0.9,0.0
21150826:0009,0.0,0.0,0.0,19.34,0.83,0.0
21150826:0109,0.0,0.0,0.0,19.72,0.55,0.0
21150826:0209,0.0,0.0,0.0,19.67,0.21,0.0
21150826:0309,0.0,0.0,0.0,19.13,0.62,0.0
21150826:0409,0.0,0.0,0.0,17.24,1.1,0.0
21150826:0509,0.0,0.0,0.0,16.5,1.24,0.0
21150826:0609,0.0,0.0,0.0,16.17,1.38,0.0
21150826:0709,5458.73,126.38,14.22,17.52,1.24,0.0
21150826:0809,20389.02,359.32,26.64,21.41,1.31,0.0
21150826:0909,34657.46,592.17,38.88,23.52,1.24,0.0
21150826:1009,45450.44,789.15,50.45,25.47,1.72,0.0
21150826:1109,52443.86,920.11,60.32,26.96,2.62,0.0
21150826:1209,56272.26,989.52,66.11,27.66,3.38,0.0
21150826:1309,57080.6,999.3,64.75,27.82,3.86,0.0
21150826:1409,53372.88,925.95,57.12,27.67,3.86,0.0
21150826:1509,45188.58,774.72,46.46,27.41,3.52,0.0
21150826:1609,33603.97,572.81,34.58,26.99,3.17,0.0
21150826:1709,18644.84,333.32,22.24,26.27,2.9,0.0
21150826:1809,4106.19,101.61,9.82,25.04,2.48,0.0
21150826:1909,0.0,0.0,0.0,23.29,2.07,0.0
21150826:2009,0.0,0.0,0.0,22.08,1.93,0.0
21150826:2109,0.0,0.0,0.0,21.26,1.72,0.0
21150826:2209,0.0,0.0,0.0,20.61,1.38,0.0
21150826:2309,0.0,0.0,0.0,19.96,0.97,0.0
21150827:0009,0.0,0.0,0.0,19.88,0.69,0.0
21150827:0109,0.0,0.0,0.0,19.75,0.62,0.0
21150827:0209,0.0,0.0,0.0,19.86,0.48,0.0
21150827:0309,0.0,0.0,0.0,19.36,0.69,0.0
21150827:0409,0.0,0.0,0.0,18.84,0.83,0.0
21150827:0509,0.0,0.0,0.0,18.58,0.83,0.0
21150827:0609,0.0,0.0,0.0,18.49,0.9,0.0
21150827:0709,5410.15,125.95,14.09,19.86,0.21,0.0
21150827:0809,20160.56,357.69,26.51,21.45,0.34,0.0
21150827:0909,34167.9,587.43,38.73,23.55,0.76,0.0
21150827:1009,45284.98,785.99,50.27,25.42,1.72,0.0
21150827:1109,52750.5,926.81,60.07,26.94,2.55,0.0
21150827:1209,55744.76,984.67,65.78,27.91,3.1,0.0
21150827:1309,56414.19,994.43,64.39,28.42,3.52,0.0
21150827:1409,52847.65,919.96,56.81,28.43,3.86,0.0
21150827:1509,44960.12,769.68,46.19,28.02,4.0,0.0
21150827:1609,32596.01,554.25,34.33,27.34,3.79,0.0
21150827:1709,11941.35,215.4,21.99,26.42,3.52,0.0
21150827:1809,2581.36,60.29,9.57,25.12,3.17,0.0
21150827:1909,0.0,0.0,0.0,23.38,2.69,0.0
21150827:2009,0.0,0.0,0.0,22.39,2.14,0.0
21150827:2109,0.0,0.0,0.0,21.85,1.31,0.0
21150827:2209,0.0,0.0,0.0,21.23,0.83,0.0
21150827:2309,0.0,0.0,0.0,20.79,0.62,0.0
21150828:0009,0.0,0.0,0.0,20.38,0.69,0.0
21150828:0109,0.0,0.0,0.0,19.94,0.76,0.0
21150828:0209,0.0,0.0,0.0,19.49,0.83,0.0
21150828:0309,0.0,0.0,0.0,18.98,0.97,0.0
21150828:0409,0.0,0.0,0.0,18.74,0.97,0.0
21150828:0509,0.0,0.0,0.0,18.38,0.97,0.0
21150828:0609,0.0,0.0,0.0,18.14,0.97,0.0
21150828:0709,5569.54,122.4,13.96,20.59,0.21,0.0
21150828:0809,19107.82,339.12,26.39,22.61,0.41,0.0
21150828:0909,33248.0,575.59,38.59,25.07,0.76,0.0
21150828:1009,44353.68,782.75,50.09,27.27,1.24,0.0
21150828:1109,51604.41,927.96,59.83,29.15,1.79,0.0
21150828:1209,55112.51,997.57,65.44,30.52,2.41,0.0
21150828:1309,55477.59,1000.44,64.04,31.2,2.9,0.0
21150828:1409,51716.74,919.9,56.49,31.32,3.24,0.0
21150828:1509,44085.0,769.39,45.91,30.88,3.45,0.0
21150828:1609,32290.9,558.84,34.06,30.18,3.24,0.0
21150828:1709,17242.96,313.2,21.74,29.18,2.62,0.0
21150828:1809,3303.93,78.67,9.31,27.96,1.72,0.0
21150828:1909,0.0,0.0,0.0,26.17,1.66,0.0
21150828:2009,0.0,0.0,0.0,24.94,1.52,0.0
21150828:2109,0.0,0.0,0.0,24.44,1.31,0.0
21150828:2209,0.0,0.0,0.0,24.04,1.66,0.0
21150828:2309,0.0,0.0,0.0,23.81,1.1,0.0
21150829:0009,0.0,0.0,0.0,23.41,0.55,0.0
21150829:0109,0.0,0.0,0.0,23.64,0.28,0.0
21150829:0209,0.0,0.0,0.0,23.22,0.41,0.0
21150829:0309,0.0,0.0,0.0,23.23,0.28,0.0
21150829:0409,0.0,0.0,0.0,22.77,1.86,0.0
21150829:0509,0.0,0.0,0.0,23.61,3.1,0.0
21150829:0609,0.0,0.0,0.0,24.4,2.9,0.0
21150829:0709,5262.15,126.29,13.84,25.56,2.0,0.0
21150829:0809,18851.28,340.98,26.26,28.03,1.45,0.0
21150829:0909,33356.53,589.26,38.44,30.74,1.45,0.0
21150829:1009,41515.78,751.66,49.9,33.79,1.59,0.0
21150829:1109,16422.48,302.18,59.57,36.56,1.72,0.0
21150829:1209,48972.96,931.5,65.11,38.58,1.59,0.0
21150829:1309,49121.72,939.68,63.68,39.54,1.59,0.0
21150829:1409,10762.62,205.42,56.17,38.1,1.72,0.0
21150829:1509,36644.52,670.88,45.62,38.38,2.07,0.0
21150829:1609,17186.8,314.78,33.8,37.6,2.55,0.0
21150829:1709,1386.69,38.46,21.48,35.86,2.28,0.0
21150829:1809,129.79,10.32,9.05,33.86,1.45,0.0
21150829:1909,0.0,0.0,0.0,33.47,0.9,0.0
21150829:2009,0.0,0.0,0.0,30.49,1.31,0.0
21150829:2109,0.0,0.0,0.0,29.02,2.21,0.0
21150829:2209,0.0,0.0,0.0,27.31,2.76,0.0
21150829:2309,0.0,0.0,0.0,26.02,2.62,0.0
21150830:0009,0.0,0.0,0.0,24.9,2.83,0.0
21150830:0109,0.0,0.0,0.0,23.96,2.97,0.0
21150830:0209,0.0,0.0,0.0,23.46,2.9,0.0
21150830:0309,0.0,0.0,0.0,23.1,2.76,0.0
21150830:0409,0.0,0.0,0.0,22.88,2.69,0.0
21150830:0509,0.0,0.0,0.0,22.68,2.55,0.0
21150830:0609,0.0,0.0,0.0,22.51,2.48,0.0
21150830:0709,5467.08,118.53,13.71,23.12,2.48,0.0
21150830:0809,6042.4,116.31,26.13,24.92,2.76,0.0
21150830:0909,27868.96,477.08,38.3,27.21,2.97,0.0
21150830:1009,39730.61,686.97,49.72,28.95,3.17,0.0
21150830:1109,47835.22,840.25,59.32,30.48,3.59,0.0
21150830:1209,52426.41,924.77,64.77,30.97,4.21,0.0
21150830:1309,53029.81,934.03,63.32,30.86,4.34,0.0
21150830:1409,46122.15,803.09,55.85,30.32,4.14,0.0
21150830:1509,35117.41,604.0,45.33,29.74,3.93,0.0
21150830:1609,27091.75,465.78,33.53,28.78,3.38,0.0
21150830:1709,6570.66,126.65,21.22,27.68,2.9,0.0
21150830:1809,1927.86,47.72,8.79,26.2,2.34,0.0
21150830:1909,0.0,0.0,0.0,24.81,2.14,0.0
21150830:2009,0.0,0.0,0.0,23.9,2.0,0.0
21150830:2109,0.0,0.0,0.0,23.25,1.72,0.0
21150830:2209,0.0,0.0,0.0,22.76,1.45,0.0
21150830:2309,0.0,0.0,0.0,22.43,1.31,0.0
21150831:0009,0.0,0.0,0.0,22.11,1.45,0.0
21150831:0109,0.0,0.0,0.0,21.89,1.38,0.0
21150831:0209,0.0,0.0,0.0,21.96,1.31,0.0
21150831:0309,0.0,0.0,0.0,21.8,1.31,0.0
21150831:0409,0.0,0.0,0.0,21.79,1.38,0.0
21150831:0509,0.0,0.0,0.0,21.67,1.31,0.0
21150831:0609,0.0,0.0,0.0,21.8,1.1,0.0
21150831:0709,5245.45,110.17,13.58,21.96,1.17,0.0
21150831:0809,14241.12,250.98,26.0,22.56,0.97,0.0
21150831:0909,18406.51,317.72,38.15,23.99,1.1,0.0
21150831:1009,34957.26,604.58,49.53,25.8,1.31,0.0
21150831:1109,47855.71,846.93,59.06,27.63,1.86,0.0
21150831:1209,51485.25,912.63,64.42,28.48,2.62,0.0
21150831:1309,53995.26,951.85,62.95,28.9,3.45,0.0
21150831:1409,49675.03,862.24,55.52,28.54,3.86,0.0
21150831:1509,42575.35,727.92,45.04,27.85,3.86,0.0
21150831:1609,30501.17,518.76,33.26,27.01,3.52,0.0
21150831:1709,15656.65,280.53,20.96,26.18,2.9,0.0
21150831:1809,3158.96,76.98,8.53,25.11,2.55,0.0
21150831:1909,0.0,0.0,0.0,23.36,2.55,0.0
21150831:2009,0.0,0.0,0.0,22.43,2.48,0.0
21150831:2109,0.0,0.0,0.0,21.97,2.28,0.0
21150831:2209,0.0,0.0,0.0,21.63,1.79,0.0
21150831:2309,0.0,0.0,0.0,21.34,1.38,0.0
21150901:0009,0.0,0.0,0.0,21.05,0.97,0.0
21150901:0109,0.0,0.0,0.0,20.79,0.97,0.0
21150901:0209,0.0,0.0,0.0,20.57,1.03,0.0
21150901:0309,0.0,0.0,0.0,20.29,1.03,0.0
21150901:0409,0.0,0.0,0.0,20.37,0.9,0.0
21150901:0509,0.0,0.0,0.0,20.41,0.9,0.0
21150901:0609,0.0,0.0,0.0,19.98,0.76,0.0
21150901:0709,5505.79,126.92,13.45,20.93,1.17,0.0
21150901:0809,18993.98,333.43,25.86,22.15,1.1,0.0
21150901:0909,33587.27,574.49,38.0,23.4,1.03,0.0
21150901:1009,45795.78,801.43,49.34,25.0,1.17,0.0
21150901:1109,53635.49,954.57,58.8,26.53,1.79,0.0
21150901:1209,59324.96,1058.97,64.08,27.51,2.69,0.0
21150901:1309,54550.85,958.33,62.59,27.71,3.31,0.0
21150901:1409,49653.78,860.97,55.19,27.45,3.45,0.0
21150901:1509,45615.9,781.2,44.74,26.84,3.38,0.0
21150901:1609,33071.91,561.89,32.99,26.22,3.1,0.0
21150901:1709,17992.1,321.21,20.69,25.34,2.97,0.0
21150901:1809,3400.32,86.58,8.26,24.12,2.9,0.0
21150901:1909,0.0,0.0,0.0,22.46,2.48,0.0
21150901:2009,0.0,0.0,0.0,21.63,1.93,0.0
21150901:2109,0.0,0.0,0.0,21.11,1.59,0.0
